#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1229   0.916541E+03   0.122063E+02   0.105488E-05   0.122063E+02   0.229630E+02  -0.240144E-06   0.105488E-05  -0.240144E-06   0.474518E-08
  1230   0.911670E+03   0.120229E+02   0.106868E-05   0.120229E+02   0.231842E+02  -0.243095E-06   0.106868E-05  -0.243095E-06   0.473878E-08
  1231   0.906821E+03   0.118209E+02   0.108249E-05   0.118209E+02   0.234048E+02  -0.246008E-06   0.108249E-05  -0.246008E-06   0.473239E-08
  1232   0.902002E+03   0.116007E+02   0.109632E-05   0.116007E+02   0.236248E+02  -0.248883E-06   0.109632E-05  -0.248883E-06   0.472602E-08
  1233   0.897220E+03   0.113622E+02   0.111017E-05   0.113622E+02   0.238439E+02  -0.251719E-06   0.111017E-05  -0.251719E-06   0.471966E-08
  1234   0.892461E+03   0.111057E+02   0.112404E-05   0.111057E+02   0.240621E+02  -0.254516E-06   0.112404E-05  -0.254516E-06   0.471332E-08
  1235   0.887739E+03   0.108311E+02   0.113791E-05   0.108311E+02   0.242795E+02  -0.257274E-06   0.113791E-05  -0.257274E-06   0.470699E-08
  1236   0.883046E+03   0.105387E+02   0.115180E-05   0.105387E+02   0.244957E+02  -0.259994E-06   0.115180E-05  -0.259994E-06   0.470067E-08
  1237   0.878391E+03   0.102287E+02   0.116569E-05   0.102287E+02   0.247107E+02  -0.262673E-06   0.116569E-05  -0.262673E-06   0.469437E-08
  1238   0.873773E+03   0.990119E+01   0.117959E-05   0.990119E+01   0.249245E+02  -0.265314E-06   0.117959E-05  -0.265314E-06   0.468807E-08
  1239   0.869193E+03   0.955644E+01   0.119349E-05   0.955644E+01   0.251369E+02  -0.267914E-06   0.119349E-05  -0.267914E-06   0.468180E-08
  1240   0.864649E+03   0.919463E+01   0.120739E-05   0.919463E+01   0.253478E+02  -0.270475E-06   0.120739E-05  -0.270475E-06   0.467553E-08
  1241   0.860151E+03   0.881598E+01   0.122129E-05   0.881598E+01   0.255572E+02  -0.272995E-06   0.122129E-05  -0.272995E-06   0.466928E-08
  1242   0.855696E+03   0.842072E+01   0.123518E-05   0.842072E+01   0.257649E+02  -0.275475E-06   0.123518E-05  -0.275475E-06   0.466304E-08
  1243   0.851280E+03   0.800899E+01   0.124907E-05   0.800899E+01   0.259709E+02  -0.277915E-06   0.124907E-05  -0.277915E-06   0.465682E-08
  1244   0.846907E+03   0.758096E+01   0.126295E-05   0.758096E+01   0.261751E+02  -0.280313E-06   0.126295E-05  -0.280313E-06   0.465061E-08
  1245   0.842580E+03   0.713696E+01   0.127682E-05   0.713696E+01   0.263773E+02  -0.282671E-06   0.127682E-05  -0.282671E-06   0.464441E-08
  1246   0.838305E+03   0.667718E+01   0.129067E-05   0.667718E+01   0.265775E+02  -0.284988E-06   0.129067E-05  -0.284988E-06   0.463823E-08
  1247   0.834074E+03   0.620185E+01   0.130451E-05   0.620185E+01   0.267756E+02  -0.287264E-06   0.130451E-05  -0.287264E-06   0.463205E-08
  1248   0.829895E+03   0.571119E+01   0.131833E-05   0.571119E+01   0.269715E+02  -0.289498E-06   0.131833E-05  -0.289498E-06   0.462589E-08
  1249   0.825761E+03   0.520542E+01   0.133213E-05   0.520542E+01   0.271651E+02  -0.291691E-06   0.133213E-05  -0.291691E-06   0.461975E-08
  1250   0.821687E+03   0.468479E+01   0.134591E-05   0.468479E+01   0.273562E+02  -0.293841E-06   0.134591E-05  -0.293841E-06   0.461362E-08
  1251   0.817657E+03   0.414960E+01   0.135966E-05   0.414960E+01   0.275450E+02  -0.295950E-06   0.135966E-05  -0.295950E-06   0.460749E-08
  1252   0.813679E+03   0.360014E+01   0.137339E-05   0.360014E+01   0.277312E+02  -0.298017E-06   0.137339E-05  -0.298017E-06   0.460139E-08
  1253   0.809761E+03   0.303674E+01   0.138709E-05   0.303674E+01   0.279147E+02  -0.300041E-06   0.138709E-05  -0.300041E-06   0.459529E-08
  1254   0.805895E+03   0.245969E+01   0.140076E-05   0.245969E+01   0.280957E+02  -0.302024E-06   0.140076E-05  -0.302024E-06   0.458921E-08
  1255   0.802089E+03   0.186931E+01   0.141439E-05   0.186931E+01   0.282739E+02  -0.303965E-06   0.141439E-05  -0.303965E-06   0.458314E-08
  1256   0.798341E+03   0.126591E+01   0.142800E-05   0.126591E+01   0.284493E+02  -0.305864E-06   0.142800E-05  -0.305864E-06   0.457708E-08
  1257   0.794654E+03   0.649788E+00   0.144157E-05   0.649788E+00   0.286218E+02  -0.307721E-06   0.144157E-05  -0.307721E-06   0.457104E-08
  1258   0.791026E+03   0.212575E-01   0.145511E-05   0.212575E-01   0.287915E+02  -0.309537E-06   0.145511E-05  -0.309537E-06   0.456501E-08
  1259   0.787450E+03  -0.619374E+00   0.146861E-05  -0.619374E+00   0.289580E+02  -0.311311E-06   0.146861E-05  -0.311311E-06   0.455899E-08
  1260   0.783948E+03  -0.127180E+01   0.148207E-05  -0.127180E+01   0.291216E+02  -0.313043E-06   0.148207E-05  -0.313043E-06   0.455298E-08
  1261   0.780498E+03  -0.193571E+01   0.149549E-05  -0.193571E+01   0.292819E+02  -0.314733E-06   0.149549E-05  -0.314733E-06   0.454699E-08
  1262   0.777116E+03  -0.261079E+01   0.150888E-05  -0.261079E+01   0.294390E+02  -0.316382E-06   0.150888E-05  -0.316382E-06   0.454101E-08
  1263   0.773800E+03  -0.329675E+01   0.152221E-05  -0.329675E+01   0.295928E+02  -0.317990E-06   0.152221E-05  -0.317990E-06   0.453504E-08
  1264   0.770543E+03  -0.399326E+01   0.153551E-05  -0.399326E+01   0.297434E+02  -0.319556E-06   0.153551E-05  -0.319556E-06   0.452908E-08
  1265   0.767354E+03  -0.469999E+01   0.154876E-05  -0.469999E+01   0.298905E+02  -0.321080E-06   0.154876E-05  -0.321080E-06   0.452314E-08
  1266   0.764224E+03  -0.541657E+01   0.156196E-05  -0.541657E+01   0.300340E+02  -0.322563E-06   0.156196E-05  -0.322563E-06   0.451720E-08
  1267   0.761168E+03  -0.614268E+01   0.157511E-05  -0.614268E+01   0.301741E+02  -0.324004E-06   0.157511E-05  -0.324004E-06   0.451129E-08
  1268   0.758179E+03  -0.687795E+01   0.158821E-05  -0.687795E+01   0.303106E+02  -0.325405E-06   0.158821E-05  -0.325405E-06   0.450538E-08
  1269   0.755258E+03  -0.762203E+01   0.160126E-05  -0.762203E+01   0.304435E+02  -0.326763E-06   0.160126E-05  -0.326763E-06   0.449948E-08
  1270   0.752403E+03  -0.837461E+01   0.161426E-05  -0.837461E+01   0.305727E+02  -0.328081E-06   0.161426E-05  -0.328081E-06   0.449360E-08
  1271   0.749614E+03  -0.913525E+01   0.162721E-05  -0.913525E+01   0.306982E+02  -0.329357E-06   0.162721E-05  -0.329357E-06   0.448773E-08
  1272   0.746901E+03  -0.990374E+01   0.164009E-05  -0.990374E+01   0.308198E+02  -0.330592E-06   0.164009E-05  -0.330592E-06   0.448187E-08
  1273   0.744254E+03  -0.106796E+02   0.165292E-05  -0.106796E+02   0.309376E+02  -0.331786E-06   0.165292E-05  -0.331786E-06   0.447602E-08
  1274   0.741673E+03  -0.114625E+02   0.166569E-05  -0.114625E+02   0.310515E+02  -0.332939E-06   0.166569E-05  -0.332939E-06   0.447019E-08
  1275   0.739165E+03  -0.122520E+02   0.167841E-05  -0.122520E+02   0.311616E+02  -0.334051E-06   0.167841E-05  -0.334051E-06   0.446436E-08
  1276   0.736729E+03  -0.130480E+02   0.169105E-05  -0.130480E+02   0.312676E+02  -0.335122E-06   0.169105E-05  -0.335122E-06   0.445855E-08
  1277   0.734365E+03  -0.138499E+02   0.170364E-05  -0.138499E+02   0.313697E+02  -0.336151E-06   0.170364E-05  -0.336151E-06   0.445275E-08
  1278   0.732071E+03  -0.146573E+02   0.171616E-05  -0.146573E+02   0.314677E+02  -0.337140E-06   0.171616E-05  -0.337140E-06   0.444697E-08
  1279   0.729849E+03  -0.154701E+02   0.172862E-05  -0.154701E+02   0.315616E+02  -0.338088E-06   0.172862E-05  -0.338088E-06   0.444119E-08
  1280   0.727699E+03  -0.162878E+02   0.174100E-05  -0.162878E+02   0.316514E+02  -0.338995E-06   0.174100E-05  -0.338995E-06   0.443543E-08
  1281   0.725621E+03  -0.171100E+02   0.175332E-05  -0.171100E+02   0.317370E+02  -0.339861E-06   0.175332E-05  -0.339861E-06   0.442967E-08
  1282   0.723615E+03  -0.179364E+02   0.176557E-05  -0.179364E+02   0.318184E+02  -0.340686E-06   0.176557E-05  -0.340686E-06   0.442393E-08
  1283   0.721681E+03  -0.187665E+02   0.177774E-05  -0.187665E+02   0.318955E+02  -0.341471E-06   0.177774E-05  -0.341471E-06   0.441821E-08
  1284   0.719819E+03  -0.196001E+02   0.178984E-05  -0.196001E+02   0.319683E+02  -0.342215E-06   0.178984E-05  -0.342215E-06   0.441249E-08
  1285   0.718030E+03  -0.204368E+02   0.180187E-05  -0.204368E+02   0.320368E+02  -0.342918E-06   0.180187E-05  -0.342918E-06   0.440678E-08
  1286   0.716313E+03  -0.212762E+02   0.181382E-05  -0.212762E+02   0.321008E+02  -0.343580E-06   0.181382E-05  -0.343580E-06   0.440109E-08
  1287   0.714669E+03  -0.221179E+02   0.182569E-05  -0.221179E+02   0.321606E+02  -0.344202E-06   0.182569E-05  -0.344202E-06   0.439541E-08
  1288   0.713096E+03  -0.229616E+02   0.183748E-05  -0.229616E+02   0.322159E+02  -0.344784E-06   0.183748E-05  -0.344784E-06   0.438974E-08
  1289   0.711596E+03  -0.238068E+02   0.184919E-05  -0.238068E+02   0.322668E+02  -0.345325E-06   0.184919E-05  -0.345325E-06   0.438408E-08
  1290   0.710169E+03  -0.246532E+02   0.186081E-05  -0.246532E+02   0.323134E+02  -0.345825E-06   0.186081E-05  -0.345825E-06   0.437843E-08
  1291   0.708815E+03  -0.255004E+02   0.187236E-05  -0.255004E+02   0.323555E+02  -0.346285E-06   0.187236E-05  -0.346285E-06   0.437279E-08
  1292   0.707532E+03  -0.263481E+02   0.188382E-05  -0.263481E+02   0.323932E+02  -0.346704E-06   0.188382E-05  -0.346704E-06   0.436717E-08
  1293   0.706321E+03  -0.271957E+02   0.189519E-05  -0.271957E+02   0.324266E+02  -0.347083E-06   0.189519E-05  -0.347083E-06   0.436156E-08
  1294   0.705183E+03  -0.280432E+02   0.190647E-05  -0.280432E+02   0.324554E+02  -0.347422E-06   0.190647E-05  -0.347422E-06   0.435595E-08
  1295   0.704115E+03  -0.288900E+02   0.191766E-05  -0.288900E+02   0.324797E+02  -0.347721E-06   0.191766E-05  -0.347721E-06   0.435036E-08
  1296   0.703120E+03  -0.297358E+02   0.192876E-05  -0.297358E+02   0.324996E+02  -0.347979E-06   0.192876E-05  -0.347979E-06   0.434478E-08
  1297   0.702195E+03  -0.305803E+02   0.193977E-05  -0.305803E+02   0.325150E+02  -0.348197E-06   0.193977E-05  -0.348197E-06   0.433921E-08
  1298   0.701341E+03  -0.314230E+02   0.195068E-05  -0.314230E+02   0.325259E+02  -0.348375E-06   0.195068E-05  -0.348375E-06   0.433366E-08
  1299   0.700557E+03  -0.322636E+02   0.196150E-05  -0.322636E+02   0.325322E+02  -0.348512E-06   0.196150E-05  -0.348512E-06   0.432811E-08
  1300   0.699842E+03  -0.331018E+02   0.197222E-05  -0.331018E+02   0.325341E+02  -0.348610E-06   0.197222E-05  -0.348610E-06   0.432257E-08
  1301   0.699198E+03  -0.339373E+02   0.198285E-05  -0.339373E+02   0.325313E+02  -0.348668E-06   0.198285E-05  -0.348668E-06   0.431705E-08
  1302   0.698622E+03  -0.347696E+02   0.199337E-05  -0.347696E+02   0.325242E+02  -0.348686E-06   0.199337E-05  -0.348686E-06   0.431154E-08
  1303   0.698115E+03  -0.355985E+02   0.200379E-05  -0.355985E+02   0.325125E+02  -0.348664E-06   0.200379E-05  -0.348664E-06   0.430603E-08
  1304   0.697675E+03  -0.364235E+02   0.201411E-05  -0.364235E+02   0.324964E+02  -0.348603E-06   0.201411E-05  -0.348603E-06   0.430054E-08
  1305   0.697304E+03  -0.372444E+02   0.202433E-05  -0.372444E+02   0.324758E+02  -0.348503E-06   0.202433E-05  -0.348503E-06   0.429506E-08
  1306   0.696999E+03  -0.380608E+02   0.203445E-05  -0.380608E+02   0.324508E+02  -0.348363E-06   0.203445E-05  -0.348363E-06   0.428959E-08
  1307   0.696761E+03  -0.388723E+02   0.204446E-05  -0.388723E+02   0.324213E+02  -0.348186E-06   0.204446E-05  -0.348186E-06   0.428413E-08
  1308   0.696589E+03  -0.396787E+02   0.205437E-05  -0.396787E+02   0.323875E+02  -0.347970E-06   0.205437E-05  -0.347970E-06   0.427869E-08
  1309   0.696482E+03  -0.404795E+02   0.206417E-05  -0.404795E+02   0.323492E+02  -0.347716E-06   0.206417E-05  -0.347716E-06   0.427325E-08
  1310   0.696439E+03  -0.412744E+02   0.207387E-05  -0.412744E+02   0.323065E+02  -0.347423E-06   0.207387E-05  -0.347423E-06   0.426782E-08
  1311   0.696461E+03  -0.420631E+02   0.208346E-05  -0.420631E+02   0.322595E+02  -0.347094E-06   0.208346E-05  -0.347094E-06   0.426241E-08
  1312   0.696545E+03  -0.428454E+02   0.209294E-05  -0.428454E+02   0.322080E+02  -0.346726E-06   0.209294E-05  -0.346726E-06   0.425700E-08
  1313   0.696692E+03  -0.436206E+02   0.210232E-05  -0.436206E+02   0.321522E+02  -0.346322E-06   0.210232E-05  -0.346322E-06   0.425161E-08
  1314   0.696901E+03  -0.443889E+02   0.211159E-05  -0.443889E+02   0.320921E+02  -0.345880E-06   0.211159E-05  -0.345880E-06   0.424622E-08
  1315   0.697170E+03  -0.451495E+02   0.212074E-05  -0.451495E+02   0.320278E+02  -0.345402E-06   0.212074E-05  -0.345402E-06   0.424085E-08
  1316   0.697499E+03  -0.459023E+02   0.212979E-05  -0.459023E+02   0.319591E+02  -0.344888E-06   0.212979E-05  -0.344888E-06   0.423549E-08
  1317   0.697888E+03  -0.466472E+02   0.213873E-05  -0.466472E+02   0.318864E+02  -0.344337E-06   0.213873E-05  -0.344337E-06   0.423013E-08
  1318   0.698335E+03  -0.473836E+02   0.214755E-05  -0.473836E+02   0.318094E+02  -0.343750E-06   0.214755E-05  -0.343750E-06   0.422479E-08
  1319   0.698841E+03  -0.481113E+02   0.215626E-05  -0.481113E+02   0.317285E+02  -0.343127E-06   0.215626E-05  -0.343127E-06   0.421946E-08
  1320   0.699402E+03  -0.488301E+02   0.216486E-05  -0.488301E+02   0.316434E+02  -0.342469E-06   0.216486E-05  -0.342469E-06   0.421414E-08
  1321   0.700020E+03  -0.495396E+02   0.217334E-05  -0.495396E+02   0.315544E+02  -0.341775E-06   0.217334E-05  -0.341775E-06   0.420883E-08
  1322   0.700694E+03  -0.502396E+02   0.218171E-05  -0.502396E+02   0.314614E+02  -0.341047E-06   0.218171E-05  -0.341047E-06   0.420353E-08
  1323   0.701421E+03  -0.509297E+02   0.218997E-05  -0.509297E+02   0.313645E+02  -0.340283E-06   0.218997E-05  -0.340283E-06   0.419824E-08
  1324   0.702201E+03  -0.516097E+02   0.219810E-05  -0.516097E+02   0.312637E+02  -0.339485E-06   0.219810E-05  -0.339485E-06   0.419296E-08
  1325   0.703033E+03  -0.522794E+02   0.220612E-05  -0.522794E+02   0.311590E+02  -0.338653E-06   0.220612E-05  -0.338653E-06   0.418769E-08
  1326   0.703917E+03  -0.529384E+02   0.221402E-05  -0.529384E+02   0.310506E+02  -0.337786E-06   0.221402E-05  -0.337786E-06   0.418244E-08
  1327   0.704850E+03  -0.535865E+02   0.222181E-05  -0.535865E+02   0.309383E+02  -0.336886E-06   0.222181E-05  -0.336886E-06   0.417719E-08
  1328   0.705833E+03  -0.542234E+02   0.222947E-05  -0.542234E+02   0.308223E+02  -0.335952E-06   0.222947E-05  -0.335952E-06   0.417195E-08
  1329   0.706863E+03  -0.548489E+02   0.223701E-05  -0.548489E+02   0.307026E+02  -0.334984E-06   0.223701E-05  -0.334984E-06   0.416672E-08
  1330   0.707941E+03  -0.554627E+02   0.224443E-05  -0.554627E+02   0.305793E+02  -0.333984E-06   0.224443E-05  -0.333984E-06   0.416150E-08
  1331   0.709065E+03  -0.560647E+02   0.225173E-05  -0.560647E+02   0.304524E+02  -0.332950E-06   0.225173E-05  -0.332950E-06   0.415630E-08
  1332   0.710232E+03  -0.566546E+02   0.225891E-05  -0.566546E+02   0.303220E+02  -0.331884E-06   0.225891E-05  -0.331884E-06   0.415110E-08
  1333   0.711444E+03  -0.572321E+02   0.226596E-05  -0.572321E+02   0.301881E+02  -0.330785E-06   0.226596E-05  -0.330785E-06   0.414591E-08
  1334   0.712698E+03  -0.577970E+02   0.227289E-05  -0.577970E+02   0.300509E+02  -0.329654E-06   0.227289E-05  -0.329654E-06   0.414073E-08
  1335   0.713993E+03  -0.583490E+02   0.227969E-05  -0.583490E+02   0.299102E+02  -0.328491E-06   0.227969E-05  -0.328491E-06   0.413557E-08
  1336   0.715328E+03  -0.588881E+02   0.228637E-05  -0.588881E+02   0.297663E+02  -0.327296E-06   0.228637E-05  -0.327296E-06   0.413041E-08
  1337   0.716703E+03  -0.594140E+02   0.229292E-05  -0.594140E+02   0.296191E+02  -0.326070E-06   0.229292E-05  -0.326070E-06   0.412526E-08
  1338   0.718115E+03  -0.599265E+02   0.229935E-05  -0.599265E+02   0.294688E+02  -0.324813E-06   0.229935E-05  -0.324813E-06   0.412012E-08
  1339   0.719564E+03  -0.604253E+02   0.230564E-05  -0.604253E+02   0.293154E+02  -0.323524E-06   0.230564E-05  -0.323524E-06   0.411500E-08
  1340   0.721048E+03  -0.609104E+02   0.231181E-05  -0.609104E+02   0.291589E+02  -0.322205E-06   0.231181E-05  -0.322205E-06   0.410988E-08
  1341   0.722567E+03  -0.613815E+02   0.231785E-05  -0.613815E+02   0.289994E+02  -0.320855E-06   0.231785E-05  -0.320855E-06   0.410477E-08
  1342   0.724118E+03  -0.618383E+02   0.232376E-05  -0.618383E+02   0.288370E+02  -0.319474E-06   0.232376E-05  -0.319474E-06   0.409967E-08
  1343   0.725701E+03  -0.622809E+02   0.232953E-05  -0.622809E+02   0.286717E+02  -0.318064E-06   0.232953E-05  -0.318064E-06   0.409458E-08
  1344   0.727314E+03  -0.627090E+02   0.233518E-05  -0.627090E+02   0.285037E+02  -0.316624E-06   0.233518E-05  -0.316624E-06   0.408950E-08
  1345   0.728956E+03  -0.631223E+02   0.234069E-05  -0.631223E+02   0.283328E+02  -0.315154E-06   0.234069E-05  -0.315154E-06   0.408444E-08
  1346   0.730626E+03  -0.635208E+02   0.234607E-05  -0.635208E+02   0.281592E+02  -0.313655E-06   0.234607E-05  -0.313655E-06   0.407938E-08
  1347   0.732322E+03  -0.639042E+02   0.235131E-05  -0.639042E+02   0.279830E+02  -0.312126E-06   0.235131E-05  -0.312126E-06   0.407433E-08
  1348   0.734043E+03  -0.642725E+02   0.235642E-05  -0.642725E+02   0.278042E+02  -0.310569E-06   0.235642E-05  -0.310569E-06   0.406929E-08
  1349   0.735788E+03  -0.646253E+02   0.236139E-05  -0.646253E+02   0.276230E+02  -0.308983E-06   0.236139E-05  -0.308983E-06   0.406425E-08
  1350   0.737556E+03  -0.649629E+02   0.236623E-05  -0.649629E+02   0.274394E+02  -0.307369E-06   0.236623E-05  -0.307369E-06   0.405923E-08
  1351   0.739345E+03  -0.652850E+02   0.237093E-05  -0.652850E+02   0.272534E+02  -0.305726E-06   0.237093E-05  -0.305726E-06   0.405422E-08
  1352   0.741154E+03  -0.655916E+02   0.237549E-05  -0.655916E+02   0.270652E+02  -0.304056E-06   0.237549E-05  -0.304056E-06   0.404922E-08
  1353   0.742983E+03  -0.658825E+02   0.237991E-05  -0.658825E+02   0.268748E+02  -0.302358E-06   0.237991E-05  -0.302358E-06   0.404423E-08
  1354   0.744824E+03  -0.661578E+02   0.238420E-05  -0.661578E+02   0.266825E+02  -0.300633E-06   0.238420E-05  -0.300633E-06   0.403924E-08
  1355   0.746688E+03  -0.664172E+02   0.238836E-05  -0.664172E+02   0.264881E+02  -0.298881E-06   0.238836E-05  -0.298881E-06   0.403427E-08
  1356   0.748566E+03  -0.666609E+02   0.239237E-05  -0.666609E+02   0.262918E+02  -0.297103E-06   0.239237E-05  -0.297103E-06   0.402930E-08
  1357   0.750459E+03  -0.668886E+02   0.239625E-05  -0.668886E+02   0.260938E+02  -0.295298E-06   0.239625E-05  -0.295298E-06   0.402435E-08
  1358   0.752367E+03  -0.671003E+02   0.240000E-05  -0.671003E+02   0.258939E+02  -0.293468E-06   0.240000E-05  -0.293468E-06   0.401940E-08
  1359   0.754282E+03  -0.672961E+02   0.240360E-05  -0.672961E+02   0.256925E+02  -0.291612E-06   0.240360E-05  -0.291612E-06   0.401447E-08
  1360   0.756205E+03  -0.674756E+02   0.240708E-05  -0.674756E+02   0.254894E+02  -0.289732E-06   0.240708E-05  -0.289732E-06   0.400954E-08
  1361   0.758135E+03  -0.676390E+02   0.241042E-05  -0.676390E+02   0.252848E+02  -0.287827E-06   0.241042E-05  -0.287827E-06   0.400462E-08
  1362   0.760079E+03  -0.677862E+02   0.241362E-05  -0.677862E+02   0.250787E+02  -0.285897E-06   0.241362E-05  -0.285897E-06   0.399971E-08
  1363   0.762024E+03  -0.679171E+02   0.241669E-05  -0.679171E+02   0.248713E+02  -0.283943E-06   0.241669E-05  -0.283943E-06   0.399481E-08
  1364   0.763976E+03  -0.680317E+02   0.241962E-05  -0.680317E+02   0.246626E+02  -0.281966E-06   0.241962E-05  -0.281966E-06   0.398992E-08
  1365   0.765935E+03  -0.681300E+02   0.242242E-05  -0.681300E+02   0.244527E+02  -0.279965E-06   0.242242E-05  -0.279965E-06   0.398504E-08
  1366   0.767887E+03  -0.682121E+02   0.242509E-05  -0.682121E+02   0.242417E+02  -0.277942E-06   0.242509E-05  -0.277942E-06   0.398017E-08
  1367   0.769846E+03  -0.682777E+02   0.242762E-05  -0.682777E+02   0.240296E+02  -0.275896E-06   0.242762E-05  -0.275896E-06   0.397531E-08
